number_of_trucks,number_of_loaders,unload_points,external_scale_load,road_delay_percent,total_trips,total_tons,average_cycle_time,avg_travel_time,avg_road_delay_time,avg_wait_tare,avg_wait_loader,avg_wait_gross,avg_wait_unload,max_wait_tare,max_wait_loader,max_wait_gross,max_wait_unload,loader_utilization,scale_internal_utilization,scale_utilization,unload_utilization,bottleneck
19,2,2,5,15,177,4868.7,128.2,23.28,1.58,7.13,2.59,6.71,59.96,66.2,60.0,63.0,119.9,60.24,80.0,84.38,84.26,scale
20,2,2,5,15,178,4897.5,134.8,22.85,1.56,8.21,2.33,7.61,65.28,64.7,60.0,60.8,126.8,60.7,80.83,85.21,84.1,scale
4,2,2,5,30,69,1898.6,61.7,25.01,3.29,3.02,1.02,0.45,3.73,60.0,60.0,3.0,60.0,22.49,30.0,34.38,32.75,scale
5,2,2,5,30,85,2339.0,63.5,25.13,3.33,3.11,0.86,0.87,5.1,60.0,60.0,15.0,60.0,27.44,36.46,40.83,39.89,scale
6,2,2,5,30,101,2781.8,63.8,24.96,3.2,3.91,0.76,1.63,3.97,59.5,60.0,61.7,61.8,32.89,43.75,48.12,48.07,scale
7,2,2,5,30,116,3191.6,65.1,25.04,3.56,3.91,0.88,1.09,5.65,55.9,60.0,9.8,65.5,37.68,50.0,54.37,54.92,unload
8,2,2,5,30,133,3658.0,64.7,24.34,3.09,3.26,0.87,2.26,5.5,57.4,60.0,60.0,66.0,43.34,57.5,61.88,63.22,unload
9,2,2,5,30,146,4017.0,67.0,24.49,3.25,3.94,0.78,2.18,7.09,58.2,60.0,60.1,71.9,47.58,63.12,67.5,68.69,unload
10,2,2,5,30,159,4374.5,69.0,24.87,3.33,4.61,1.68,2.71,6.76,62.2,60.0,60.0,66.9,51.06,68.54,72.92,74.61,unload
11,2,2,5,30,170,4679.8,71.3,24.84,3.27,4.46,1.63,3.62,8.15,60.0,60.0,62.7,68.1,55.42,73.33,77.71,80.5,unload
12,2,2,5,30,178,4902.4,74.7,24.74,3.06,5.5,1.37,3.02,11.55,61.4,60.0,24.4,71.4,58.47,77.5,81.88,84.25,unload
13,2,2,5,30,181,4981.5,80.9,24.58,3.32,5.96,1.69,5.3,14.93,61.7,60.0,64.2,75.3,59.59,78.75,83.12,85.48,unload
14,2,2,5,30,180,4949.9,88.7,24.45,3.19,6.22,1.87,4.79,22.94,60.9,60.0,63.4,83.3,59.11,78.96,83.33,85.14,unload
15,2,2,5,30,178,4894.1,97.2,24.85,3.33,6.41,2.1,5.68,29.57,62.5,60.0,62.9,90.8,59.59,78.96,83.33,84.56,unload
16,2,2,5,30,178,4893.1,105.1,24.78,3.14,6.59,2.49,5.73,37.0,61.3,60.0,65.4,97.6,58.98,79.17,83.54,84.97,unload
17,2,2,5,30,178,4894.0,112.6,24.74,3.01,6.57,2.57,6.05,44.16,61.0,60.6,62.4,106.1,59.39,79.17,83.54,84.78,unload
18,2,2,5,30,178,4894.4,119.9,24.62,3.14,7.51,2.38,6.88,49.96,63.3,60.0,68.6,111.8,59.82,80.0,84.38,84.64,unload
19,2,2,5,30,177,4869.3,128.6,24.42,3.08,8.44,2.08,6.8,58.21,67.8,60.0,62.1,124.6,60.09,79.79,84.17,84.51,unload
20,2,2,5,30,178,4897.9,135.3,24.85,3.15,8.37,2.66,6.99,63.87,66.9,60.0,67.9,123.8,60.85,80.42,84.79,84.18,scale
4,2,3,5,0,73,2005.4,57.1,21.31,0.0,1.39,1.91,2.19,1.94,48.4,60.0,60.6,44.3,23.63,31.67,36.04,22.72,scale
5,2,3,5,0,88,2420.4,60.0,21.39,0.0,4.93,1.09,1.24,2.91,60.9,60.0,6.6,60.0,28.64,37.92,42.29,27.25,scale
6,2,3,5,0,107,2942.9,59.7,21.32,0.0,4.02,0.94,2.13,2.77,56.2,60.0,60.0,63.3,34.04,45.62,50.0,33.7,scale
7,2,3,5,0,123,3383.8,60.4,21.6,0.0,3.86,0.86,1.35,4.34,59.8,60.0,9.6,67.5,39.61,52.92,57.29,38.49,scale
8,2,3,5,0,139,3819.4,61.3,21.39,0.0,3.7,1.38,1.89,4.35,57.4,60.0,15.0,60.0,45.33,59.79,64.17,43.77,scale
9,2,3,5,0,153,4207.0,63.0,21.09,0.0,4.42,1.39,2.88,4.77,60.5,60.0,62.1,60.0,49.57,66.04,70.42,47.99,scale
10,2,3,5,0,170,4676.3,63.2,21.53,0.0,5.23,0.7,3.17,4.06,61.9,15.0,59.8,64.8,54.9,73.12,77.5,53.57,scale
11,2,3,5,0,180,4949.7,66.3,21.71,0.0,5.28,2.17,4.79,3.86,57.9,60.1,65.6,61.9,58.6,77.5,81.88,56.59,scale
12,2,3,5,0,188,5167.4,69.7,21.49,0.0,7.83,1.57,6.31,4.0,67.2,60.0,69.1,62.7,61.42,81.46,85.83,59.36,scale
13,2,3,5,0,195,5355.8,73.8,21.72,0.0,9.78,1.97,7.88,4.0,65.6,60.0,63.7,61.2,63.3,84.38,88.33,61.57,scale
14,2,3,5,0,195,5358.9,80.4,21.62,0.0,13.0,1.35,11.17,4.67,70.4,60.0,69.6,60.0,63.06,84.79,88.75,62.23,scale
15,2,3,5,0,196,5389.3,87.1,21.58,0.0,15.84,1.6,14.21,5.37,72.7,60.0,74.2,60.0,63.86,85.0,88.75,62.09,scale
16,2,3,5,0,197,5412.9,92.9,21.44,0.0,18.32,2.46,17.84,4.57,77.7,60.0,80.6,62.5,64.24,85.83,89.38,61.52,scale
17,2,3,5,0,197,5419.3,100.1,21.44,0.0,21.71,2.17,21.13,4.97,80.2,60.4,81.5,62.8,64.77,85.62,89.17,62.84,scale
18,2,3,5,0,198,5448.6,106.5,21.57,0.0,24.83,2.38,24.79,4.47,84.9,62.0,87.8,60.2,65.1,86.25,89.38,62.18,scale
19,2,3,5,0,198,5442.5,112.9,21.43,0.0,27.68,3.35,27.91,4.16,87.0,61.4,85.0,60.0,65.53,86.46,89.58,61.86,scale
20,2,3,5,0,199,5477.9,119.3,21.62,0.0,30.84,2.65,30.55,5.01,89.6,60.0,89.2,60.0,65.85,86.67,89.79,63.15,scale
4,2,3,5,5,71,1951.9,59.1,21.98,0.51,2.54,4.62,0.67,0.73,61.2,62.4,15.0,44.4,22.97,30.63,35.0,22.66,scale
5,2,3,5,5,88,2422.5,59.8,22.19,0.54,4.35,0.38,1.22,3.08,61.2,5.5,59.4,60.0,28.86,38.12,42.5,27.97,scale
6,2,3,5,5,104,2857.4,60.6,22.03,0.51,3.73,1.55,1.53,3.26,61.4,60.0,59.8,60.0,34.24,45.21,49.58,33.05,scale
7,2,3,5,5,121,3325.3,61.3,21.99,0.51,4.27,1.44,1.5,3.51,60.0,60.0,9.8,60.0,39.42,52.5,56.88,38.42,scale
8,2,3,5,5,135,3711.3,62.7,22.06,0.56,4.65,1.52,2.15,3.87,59.0,60.0,15.0,62.6,44.46,59.17,63.54,42.72,scale
9,2,3,5,5,151,4151.3,63.7,22.13,0.52,5.03,0.9,2.54,4.59,61.6,60.0,16.0,60.0,49.46,65.62,70.0,47.61,scale
10,2,3,5,5,167,4598.6,64.3,22.12,0.55,4.53,1.69,3.51,3.91,56.5,60.0,62.9,60.0,54.22,72.08,76.46,52.95,scale
11,2,3,5,5,179,4922.9,66.1,22.22,0.52,5.31,1.81,4.39,3.95,62.9,63.9,65.8,60.0,58.01,77.71,82.08,56.79,scale
12,2,3,5,5,189,5195.3,69.7,21.9,0.53,6.74,2.11,6.21,4.1,62.1,60.0,68.3,60.6,61.29,81.25,85.62,59.81,scale
13,2,3,5,5,195,5358.0,73.9,21.86,0.52,9.18,1.62,7.91,4.95,65.3,60.0,67.0,62.5,63.74,84.17,88.33,60.74,scale
14,2,3,5,5,195,5357.5,80.6,21.85,0.48,12.61,1.7,11.01,4.85,70.8,60.0,71.6,60.0,63.99,84.58,88.54,61.77,scale
15,2,3,5,5,197,5417.7,87.1,22.01,0.53,15.66,2.08,14.49,4.36,71.9,60.0,72.2,60.0,63.94,85.0,88.75,61.89,scale
16,2,3,5,5,196,5389.9,94.1,22.2,0.53,18.15,2.64,17.62,4.99,79.1,60.0,78.1,60.0,64.35,85.0,88.75,62.01,scale
17,2,3,5,5,197,5412.0,100.4,22.27,0.54,21.77,2.32,20.93,4.61,81.3,60.0,81.5,60.6,64.45,85.42,88.96,62.33,scale
18,2,3,5,5,198,5445.3,106.5,22.11,0.55,25.14,1.57,24.78,4.54,84.5,60.0,85.2,60.3,65.81,86.04,89.38,61.69,scale
19,2,3,5,5,199,5469.0,112.5,22.21,0.57,27.15,2.76,26.79,5.14,87.6,60.0,89.6,60.0,65.83,86.67,89.79,62.66,scale
20,2,3,5,5,199,5462.0,119.4,21.92,0.51,31.32,2.46,30.22,4.97,93.2,60.0,90.8,60.0,66.02,86.67,89.79,62.64,scale
4,2,3,5,15,71,1952.7,60.2,22.63,1.6,5.18,1.08,1.49,1.28,65.6,60.0,60.0,60.0,22.16,30.0,34.38,22.76,scale
5,2,3,5,15,86,2368.1,61.8,23.48,1.73,4.76,0.99,1.38,2.73,59.1,60.0,10.0,54.9,28.15,37.29,41.67,27.06,scale
6,2,3,5,15,104,2863.4,61.6,23.23,1.71,2.92,1.64,0.78,4.57,54.3,60.0,6.5,60.0,33.44,44.79,49.17,32.96,scale
7,2,3,5,15,116,3189.1,64.2,23.35,1.73,4.92,1.29,2.13,3.88,62.1,60.0,15.0,60.4,38.56,51.04,55.42,37.09,scale
8,2,3,5,15,133,3659.2,64.7,23.4,1.69,4.75,1.17,2.24,4.57,60.0,60.0,12.8,61.7,43.68,57.71,62.08,41.78,scale
9,2,3,5,15,148,4073.1,65.5,23.08,1.6,4.6,1.8,3.24,4.2,58.3,60.8,60.7,60.0,48.48,64.38,68.75,47.12,scale
10,2,3,5,15,165,4533.7,65.6,23.01,1.67,5.17,1.55,3.16,4.13,60.1,60.6,59.7,60.0,53.47,71.04,75.42,51.98,scale
11,2,3,5,15,176,4838.8,68.1,22.8,1.57,6.12,2.0,4.68,3.96,66.8,60.0,66.1,60.1,57.49,76.04,80.42,55.66,scale
12,2,3,5,15,187,5139.7,70.7,23.03,1.64,6.99,2.02,5.47,4.77,66.6,63.4,66.2,62.7,60.54,80.62,84.79,58.55,scale
13,2,3,5,15,194,5332.7,74.1,23.21,1.71,8.49,1.85,7.13,4.92,64.9,60.0,62.5,61.0,63.15,83.96,88.12,61.44,scale
14,2,3,5,15,195,5361.7,80.9,23.38,1.65,12.25,1.92,10.19,4.75,70.2,60.0,68.1,66.0,63.75,84.38,88.33,61.31,scale
15,2,3,5,15,196,5394.4,87.2,23.23,1.58,14.75,1.93,13.66,5.11,73.0,60.0,72.4,61.2,64.73,85.0,88.75,61.59,scale
16,2,3,5,15,196,5389.7,93.9,22.96,1.59,18.37,2.3,16.65,5.15,78.0,64.0,78.5,62.3,64.34,85.21,88.96,62.27,scale
17,2,3,5,15,197,5418.0,100.5,23.39,1.71,20.65,2.52,20.37,5.02,82.8,60.0,80.9,60.7,64.36,85.42,88.96,62.12,scale
18,2,3,5,15,197,5418.3,106.9,23.08,1.6,24.22,2.22,24.35,4.54,85.5,60.8,84.0,60.0,65.5,86.04,89.38,61.95,scale
19,2,3,5,15,197,5415.3,113.4,23.18,1.54,27.13,2.89,26.97,4.75,88.4,60.0,90.0,60.0,65.3,86.25,89.38,62.23,scale
20,2,3,5,15,199,5473.5,119.4,23.05,1.59,30.13,2.7,30.0,5.05,90.2,60.0,89.1,60.0,65.61,86.67,89.79,62.89,scale
4,2,3,5,30,69,1900.0,61.5,24.46,2.92,4.67,1.03,0.64,2.11,60.0,60.0,3.8,59.5,22.71,29.79,34.17,21.85,scale
5,2,3,5,30,86,2365.0,62.2,24.71,3.32,4.18,0.99,0.9,3.04,60.0,60.0,4.2,60.0,28.12,37.08,41.46,26.94,scale
6,2,3,5,30,101,2778.9,62.9,24.6,3.1,3.57,1.12,1.09,4.06,60.5,60.0,15.0,60.0,33.23,44.38,48.75,31.79,scale
7,2,3,5,30,117,3218.5,64.6,24.16,3.05,4.98,0.87,2.31,3.69,58.3,59.6,60.7,64.4,37.93,50.62,55.0,36.81,scale
8,2,3,5,30,131,3606.7,66.3,24.63,3.19,4.65,0.7,2.33,5.37,53.1,15.0,13.9,62.1,42.49,56.25,60.62,41.3,scale
9,2,3,5,30,148,4068.9,65.9,24.4,2.92,4.24,1.53,2.53,4.69,58.0,60.0,65.2,60.0,48.19,63.75,68.12,46.57,scale
10,2,3,5,30,161,4431.4,67.8,24.55,3.23,4.65,1.66,4.27,4.2,60.4,60.0,66.0,60.0,52.6,69.58,73.96,49.97,scale
11,2,3,5,30,172,4734.0,69.5,24.38,3.08,5.48,2.29,4.53,4.43,65.2,62.9,62.5,60.0,55.97,75.0,79.38,54.59,scale
12,2,3,5,30,185,5089.6,71.8,24.48,3.08,7.44,2.34,5.27,3.81,61.0,60.0,66.1,63.6,59.98,79.58,83.96,57.84,scale
13,2,3,5,30,191,5253.5,75.7,24.79,3.24,8.19,1.8,6.81,5.63,65.4,60.6,65.4,64.9,62.19,82.71,86.88,60.1,scale
14,2,3,5,30,193,5298.1,81.3,25.0,3.25,10.98,1.78,8.99,6.11,68.5,60.0,62.2,67.0,63.13,84.38,88.33,61.13,scale
15,2,3,5,30,194,5334.4,87.9,24.85,3.28,14.73,2.0,12.99,4.84,72.9,60.0,71.9,63.7,63.93,84.58,88.33,61.25,scale
16,2,3,5,30,196,5394.4,94.1,24.69,3.24,17.4,1.74,16.54,5.33,76.5,60.2,78.2,64.1,63.78,85.21,88.75,61.7,scale
17,2,3,5,30,196,5389.1,100.9,24.94,3.53,20.67,2.14,19.35,5.27,79.2,60.0,80.3,61.4,63.91,85.21,88.96,61.84,scale
18,2,3,5,30,197,5414.4,107.3,24.76,3.21,23.48,2.49,22.78,5.21,86.2,60.0,84.5,60.8,65.03,85.83,89.17,62.37,scale
19,2,3,5,30,197,5420.4,113.7,24.59,3.01,26.72,2.91,26.43,4.45,86.8,63.6,84.9,60.0,65.76,86.04,89.17,62.26,scale
20,2,3,5,30,198,5451.4,120.1,24.96,3.36,29.66,2.06,29.21,5.72,91.1,60.0,90.9,60.0,65.55,86.25,89.38,62.36,scale
4,3,1,5,0,71,1952.1,59.7,21.29,0.0,3.25,0.22,0.2,6.16,60.2,15.0,2.8,68.2,15.27,30.42,34.79,66.79,unload
5,3,1,5,0,84,2308.2,63.8,21.5,0.0,3.28,1.44,0.84,8.24,59.1,60.0,15.0,67.9,18.09,36.46,40.83,80.17,unload
6,3,1,5,0,93,2557.4,70.9,21.84,0.0,3.34,0.82,1.73,14.63,60.0,60.0,62.2,73.9,20.43,40.21,44.58,87.61,unload
7,3,1,5,0,93,2560.4,85.5,21.07,0.0,3.4,0.82,2.15,29.71,59.4,59.4,62.2,91.0,20.45,40.62,45.0,87.4,unload
8,3,1,5,0,91,2501.2,102.5,21.51,0.0,4.21,1.5,1.85,44.82,56.9,60.0,13.0,102.6,20.2,40.42,44.79,86.66,unload
9,3,1,5,0,92,2528.4,115.8,21.86,0.0,4.68,0.86,2.2,57.94,62.0,60.0,16.0,114.0,20.34,41.04,45.42,86.74,unload
10,3,1,5,0,92,2528.6,129.7,21.53,0.0,4.59,1.53,2.59,70.97,57.2,60.0,18.0,129.6,21.03,41.67,46.04,86.63,unload
11,3,1,5,0,91,2504.4,145.8,21.86,0.0,5.07,1.51,3.41,85.45,55.8,60.0,21.6,138.9,20.98,41.88,46.25,85.88,unload
12,3,1,5,0,91,2501.2,160.0,21.53,0.0,4.99,0.89,5.24,98.92,60.0,60.0,61.9,155.8,20.82,41.88,46.25,86.14,unload
13,3,1,5,0,90,2473.2,176.5,21.9,0.0,5.92,0.87,4.57,114.71,60.4,60.0,28.0,190.6,20.86,41.88,46.25,85.9,unload
14,3,1,5,0,91,2504.1,187.1,21.84,0.0,6.3,0.89,6.01,123.7,60.8,60.0,60.0,189.1,21.49,43.12,47.5,85.32,unload
15,3,1,5,0,89,2446.0,206.2,21.8,0.0,6.28,1.58,6.16,141.63,59.2,60.0,33.8,214.1,21.47,42.71,47.08,85.21,unload
16,3,1,5,0,89,2449.2,221.0,21.19,0.0,6.81,0.89,7.62,155.9,60.7,59.2,60.0,218.8,21.34,42.71,47.08,85.33,unload
17,3,1,5,0,89,2447.9,233.8,21.72,0.0,7.14,1.6,8.93,165.91,56.9,60.0,62.3,241.6,21.56,43.12,47.5,84.89,unload
18,3,1,5,0,89,2443.5,246.8,21.5,0.0,7.98,0.95,9.73,178.21,64.7,59.2,61.5,239.9,21.82,43.96,48.12,84.1,unload
19,3,1,5,0,90,2473.6,258.9,21.57,0.0,8.48,0.92,11.49,188.05,62.6,60.0,63.0,258.7,22.39,44.38,48.75,84.62,unload
20,3,1,5,0,88,2419.9,276.4,21.39,0.0,9.64,0.73,12.43,203.8,62.6,60.0,65.2,276.2,21.98,44.38,48.54,83.92,unload
4,3,1,5,5,70,1926.4,60.5,21.78,0.42,4.07,0.21,1.96,3.95,62.0,15.0,59.9,56.1,14.92,30.21,34.58,66.87,unload
5,3,1,5,5,85,2339.3,63.1,21.96,0.53,2.99,1.58,1.04,7.12,54.4,60.0,17.3,68.4,18.18,36.46,40.83,79.85,unload
6,3,1,5,5,93,2557.2,70.7,22.26,0.51,3.89,0.81,1.24,14.1,62.0,60.0,6.8,72.5,20.24,40.21,44.58,87.44,unload
7,3,1,5,5,92,2529.6,86.3,22.32,0.57,4.13,0.82,1.36,29.25,60.7,60.0,9.8,89.0,20.16,40.62,45.0,86.96,unload
8,3,1,5,5,92,2530.8,101.6,22.09,0.56,3.78,0.84,2.28,44.13,61.5,59.4,59.6,103.9,20.61,40.62,45.0,86.94,unload
9,3,1,5,5,92,2525.1,115.8,21.9,0.51,3.26,1.48,2.21,58.52,51.4,60.0,15.9,113.9,20.61,41.04,45.42,86.35,unload
10,3,1,5,5,90,2475.9,133.1,22.04,0.5,4.9,0.7,3.33,73.47,62.6,60.0,59.9,130.8,20.55,40.83,45.21,86.19,unload
11,3,1,5,5,89,2448.4,149.4,22.3,0.53,4.76,1.37,3.78,88.42,54.8,60.0,62.0,146.2,20.49,40.83,45.21,85.81,unload
12,3,1,5,5,91,2502.2,159.4,21.96,0.56,5.64,0.17,4.48,98.78,62.6,15.0,59.5,156.8,21.28,42.29,46.67,85.72,unload
13,3,1,5,5,90,2473.5,175.3,22.0,0.49,4.68,1.57,5.23,113.36,51.8,60.0,62.4,184.6,21.17,42.29,46.67,85.51,unload
14,3,1,5,5,90,2466.5,190.0,22.27,0.52,5.97,1.37,6.12,125.89,56.8,60.0,59.0,192.3,21.04,42.71,47.08,85.35,unload
15,3,1,5,5,90,2472.3,204.4,22.23,0.51,7.03,1.58,6.14,138.81,60.0,60.0,33.8,204.3,21.64,42.71,47.08,85.5,unload
16,3,1,5,5,90,2468.0,218.9,22.59,0.53,6.79,0.96,6.98,153.04,61.6,60.0,37.0,219.3,21.64,43.12,47.5,85.28,unload
17,3,1,5,5,89,2444.2,234.3,22.04,0.54,7.83,1.58,8.09,166.07,57.5,60.0,41.9,225.9,21.92,43.12,47.5,85.19,unload
18,3,1,5,5,88,2424.4,250.3,22.03,0.59,8.13,0.95,9.72,180.8,60.0,60.0,61.4,243.7,21.61,43.33,47.71,84.22,unload
19,3,1,5,5,88,2415.6,263.3,22.01,0.57,9.45,1.42,10.47,191.36,61.2,60.0,48.9,253.1,21.94,43.96,48.12,84.27,unload
20,3,1,5,5,89,2450.5,275.8,21.9,0.51,9.2,1.55,11.45,203.07,59.4,60.0,50.9,268.7,22.3,44.38,48.54,84.69,unload
4,3,1,5,15,70,1924.1,61.3,23.1,1.68,4.09,0.21,1.01,4.42,60.0,15.0,59.3,57.3,14.83,29.79,34.17,65.94,unload
5,3,1,5,15,83,2280.7,64.5,22.72,1.46,2.55,1.63,0.78,8.27,48.6,60.0,3.8,65.2,18.28,36.04,40.42,78.77,unload
6,3,1,5,15,92,2526.8,71.8,23.61,1.6,3.13,1.48,1.22,13.9,51.5,60.0,6.3,73.9,19.95,39.79,44.17,87.08,unload
7,3,1,5,15,92,2531.2,86.6,23.36,1.68,3.37,1.46,2.19,27.74,53.9,60.0,62.7,88.7,20.27,40.21,44.58,87.08,unload
8,3,1,5,15,92,2526.7,101.3,22.73,1.55,4.3,0.66,2.03,43.07,60.1,60.0,15.0,100.7,20.41,40.62,45.0,87.07,unload
9,3,1,5,15,91,2505.5,116.6,23.58,1.71,4.46,0.84,2.26,56.97,61.3,60.0,15.8,112.0,20.51,41.04,45.42,86.08,unload
10,3,1,5,15,92,2531.4,129.7,22.99,1.61,4.27,0.86,3.12,70.06,61.7,60.0,60.0,124.5,20.99,41.46,45.83,86.16,unload
11,3,1,5,15,92,2532.6,143.5,23.0,1.62,5.2,0.84,3.22,82.98,60.2,60.0,21.6,140.7,21.18,42.29,46.67,85.85,unload
12,3,1,5,15,91,2499.7,160.9,23.13,1.7,5.36,1.54,3.92,98.4,55.6,60.0,24.5,156.5,21.15,41.88,46.25,86.09,unload
13,3,1,5,15,91,2499.8,174.5,23.38,1.66,5.5,0.86,4.45,111.82,61.5,60.0,27.9,182.6,21.26,42.29,46.67,85.9,unload
14,3,1,5,15,90,2478.1,191.4,22.66,1.42,6.47,0.28,5.9,127.42,61.2,15.0,63.0,201.2,21.4,42.29,46.67,85.99,unload
15,3,1,5,15,90,2478.6,203.2,23.05,1.35,7.07,0.05,6.0,138.56,62.2,1.1,33.8,206.0,21.76,43.12,47.5,85.17,unload
16,3,1,5,15,90,2471.4,217.6,23.23,1.66,6.12,1.68,7.53,150.62,52.6,60.0,62.6,215.3,21.81,43.54,47.92,84.67,unload
17,3,1,5,15,89,2450.7,233.4,23.15,1.74,6.8,1.38,8.21,165.24,52.1,60.0,41.7,223.5,21.82,43.54,47.92,84.55,unload
18,3,1,5,15,89,2448.0,246.7,23.35,1.61,8.59,1.01,9.11,176.12,64.8,60.0,45.7,241.6,21.98,43.96,48.33,84.1,unload
19,3,1,5,15,89,2443.1,261.1,23.12,1.57,9.22,0.23,11.0,189.0,64.1,15.0,62.1,251.0,22.1,43.96,48.33,84.49,unload
20,3,1,5,15,89,2440.9,275.5,23.24,1.74,9.76,0.97,12.15,200.9,60.8,60.0,60.0,265.9,22.15,44.38,48.54,84.39,unload
4,3,1,5,30,67,1843.5,64.1,24.81,3.34,4.09,0.0,1.42,5.31,60.0,0.0,60.0,66.9,14.68,28.96,33.33,63.44,unload
5,3,1,5,30,81,2224.4,67.3,25.03,3.53,3.11,1.68,0.74,8.08,58.3,60.0,6.7,65.6,17.61,34.79,39.17,76.38,unload
6,3,1,5,30,91,2500.5,72.9,24.86,3.21,3.73,0.83,1.4,13.56,61.9,60.0,17.6,71.5,19.82,39.38,43.75,86.28,unload
7,3,1,5,30,92,2530.7,86.3,25.34,3.49,4.02,1.48,1.57,25.52,53.9,60.0,9.9,86.9,20.18,40.42,44.79,86.66,unload
8,3,1,5,30,91,2497.1,102.1,24.83,3.56,4.21,1.33,1.79,41.58,56.3,60.0,12.6,96.4,19.86,40.62,45.0,86.35,unload
9,3,1,5,30,91,2502.1,116.6,24.88,3.29,3.89,1.5,2.82,55.12,53.0,60.0,62.6,111.7,20.14,41.04,45.42,86.22,unload
10,3,1,5,30,90,2473.4,132.5,24.58,3.21,3.6,1.54,3.53,70.66,52.5,59.5,61.5,134.0,20.59,41.04,45.42,85.81,unload
11,3,1,5,30,91,2501.4,146.2,25.22,3.39,5.22,1.33,3.51,82.6,57.1,60.0,22.0,138.7,20.61,41.46,45.83,85.99,unload
12,3,1,5,30,89,2454.0,163.7,24.73,3.41,5.12,1.41,3.86,99.91,58.0,60.0,24.7,157.8,20.62,41.25,45.62,85.93,unload
13,3,1,5,30,91,2500.7,174.6,24.79,3.26,4.65,1.49,5.15,110.04,51.4,59.6,61.9,184.8,21.28,42.29,46.67,86.11,unload
14,3,1,5,30,91,2503.0,188.6,24.84,3.11,5.81,0.88,6.48,122.18,60.0,60.0,62.8,196.2,21.58,42.71,47.08,85.38,unload
15,3,1,5,30,89,2449.1,206.5,24.66,3.08,6.84,0.87,6.93,138.54,62.8,60.0,60.0,212.8,21.28,42.29,46.67,84.98,unload
16,3,1,5,30,89,2444.7,220.1,24.81,3.33,7.33,0.93,7.17,151.21,61.6,60.0,36.6,216.2,21.53,43.12,47.5,84.91,unload
17,3,1,5,30,88,2416.1,235.3,24.94,3.41,8.16,0.76,8.12,164.82,62.3,60.0,41.4,226.7,21.67,43.12,47.5,84.03,unload
18,3,1,5,30,88,2421.7,251.3,24.75,3.16,8.62,0.97,9.91,178.43,61.4,60.0,60.0,248.6,21.68,43.12,47.5,84.33,unload
19,3,1,5,30,89,2447.8,261.7,25.33,3.24,8.34,0.9,11.74,186.98,62.3,60.0,62.3,250.1,21.94,43.96,48.12,84.22,unload
20,3,1,5,30,89,2451.7,273.5,24.29,3.05,9.29,0.97,11.93,198.44,61.1,60.0,61.6,267.3,22.49,44.79,48.96,84.12,unload
4,3,2,5,0,70,1926.2,60.0,21.48,0.0,4.46,1.93,2.64,1.18,62.9,60.0,60.1,15.0,15.19,30.42,34.79,33.47,scale
5,3,2,5,0,87,2389.2,61.0,21.97,0.0,3.75,2.25,1.76,2.54,58.0,60.0,59.2,60.0,18.81,37.5,41.88,41.77,scale
6,3,2,5,0,105,2888.3,61.0,21.78,0.0,3.44,1.72,1.52,4.05,57.7,60.0,15.0,60.0,22.55,45.0,49.38,49.4,unload
7,3,2,5,0,121,3329.0,61.4,21.29,0.0,4.0,1.62,1.69,4.14,58.2,60.0,15.9,64.3,26.26,52.5,56.88,58.12,unload
8,3,2,5,0,138,3789.0,61.9,21.37,0.0,3.57,1.42,1.77,5.19,55.8,60.0,15.0,66.0,29.9,59.38,63.75,64.98,unload
9,3,2,5,0,150,4124.3,64.3,21.62,0.0,4.41,0.91,2.37,6.25,60.2,60.0,16.0,61.7,32.75,65.0,69.38,72.24,unload
10,3,2,5,0,164,4513.1,65.8,21.4,0.0,4.56,1.57,3.82,6.06,59.6,60.0,62.5,64.2,35.59,71.04,75.42,77.15,unload
11,3,2,5,0,175,4810.7,68.5,21.63,0.0,5.16,0.87,4.54,7.77,62.9,60.0,62.3,69.6,38.17,75.83,80.21,82.93,unload
12,3,2,5,0,180,4949.0,73.8,21.52,0.0,5.59,1.1,4.85,12.23,60.4,60.0,65.0,72.0,39.38,78.12,82.5,85.03,unload
13,3,2,5,0,179,4919.1,81.3,21.57,0.0,6.03,1.11,5.33,18.74,64.8,60.0,62.6,78.5,39.53,78.54,82.92,85.07,unload
14,3,2,5,0,181,4972.1,88.4,21.36,0.0,6.37,0.78,5.4,26.04,64.7,60.0,63.9,88.0,39.85,79.38,83.75,85.51,unload
15,3,2,5,0,181,4976.1,96.0,21.61,0.0,6.31,1.17,6.29,32.28,65.8,60.0,63.3,93.5,39.8,79.58,83.96,85.43,unload
16,3,2,5,0,181,4972.2,103.4,21.57,0.0,6.54,1.19,6.82,38.91,64.5,60.0,63.5,96.6,40.06,80.0,84.17,85.17,unload
17,3,2,5,0,179,4918.3,111.8,21.53,0.0,7.55,1.2,7.69,45.32,66.7,60.0,69.3,105.2,39.88,79.79,83.96,84.96,unload
18,3,2,5,0,178,4894.3,119.9,21.28,0.0,7.47,0.92,8.24,53.58,66.1,60.0,65.7,113.6,39.98,80.0,84.17,84.31,unload
19,3,2,5,0,178,4902.6,127.6,21.54,0.0,7.58,1.23,7.84,60.92,63.0,60.0,63.0,123.4,40.26,80.21,84.38,84.36,scale
20,3,2,5,0,178,4889.2,135.6,21.41,0.0,7.74,1.37,8.69,67.94,60.7,60.0,61.9,129.7,40.0,80.21,84.38,84.41,unload
